Price,Location,Size,Bedrooms,Bathrooms,Wardrobes,Cabinets,Balcony,Parking,Quarters
110 000 000 Ksh,110M Kabete,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Nairobi city,,4.0,3.0,Yes,Yes,Yes,Yes,
250 000 000 Ksh,www.Nairobidealer.com,30/25p,6.0,8,,,,,
32 000 000 Ksh,32M Kinoo,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
15 000 000 Ksh,Nairobi ,22/30C,3.0,1.0,,,,Yes,
60 000 000 Ksh,www.Nairobidealer.com,30/30m,6.0,2.0,,,,Yes,Yes
10 000 000 Ksh,Nairobi ,25mx20m,,,,,,,
52 000 000 Ksh,Nairobi-Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
160 000 000 Ksh,Umoja just down stadium,1200 sq,6.0,4.0,,,,Yes,Yes
60 000 000 Ksh,"Nairobi, Kasarani",/,4.0,3.0,,Yes,,,
150 000 000 Ksh,Kilimani @150.000.000 Ksh,28/30m,4.0,4.0,,,,Yes,Yes
70 000 000 Ksh,70M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,Nairobi,15mx20m,4.0,3.0,,,,,
65 000 000 Ksh,Umoja 65Millions,25mx30m,4.0,3.0,,,,Yes,
90 000 000 Ksh,Kibra @90 millions,28/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,30M Ngongroad,/,4.0,3.0,,Yes,,,
70 000 000 Ksh,Kasarani,25mx30m,4.0,3.0,,,,,Yes
75 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
120 000 000 Ksh,120M Karen,/,4.0,3.0,,Yes,,,
50 000 000 Ksh,"www.nairobiland.com, Kasarani@50 millions",25/20m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,55M Kahawa ,30mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
70 000 000 Ksh,70M Kibra,20mx30m,4.0,3.0,,,,,
60 000 000 Ksh,Kasarani,30mx30m,4.0,3.0,,,,Yes,Yes
135 000 000 Ksh,Kawangware,/,4.0,3.0,,,,Yes,
55 000 000 Ksh,55M Karen,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
40 000 000 Ksh,"Ngara,property24.com",20mx30m,4.0,2.0,,,,,
37 000 000 Ksh,37M Kilimani,/,4.0,3.0,,Yes,,,
15 000 000 Ksh,Nairobi-Kilimani,/,3.0,1.0,,,,,
16 000 000 Ksh,Nairobi,16/,4.0,2.0,,,,Yes,
65 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,55M Uthiru,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,"Nairobi, Kahawa",/,4.0,3.0,,Yes,,,
65 000 000 Ksh,www.nairobiland.com/ Kilimani@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
52 000 000 Ksh,52M Uthiru ,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,30m Dagoretti,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,"Nairobi,Karen",/,3.0,2.0,,Yes,,Yes,
30 000 000 Ksh,30m Ngongroad,20mx30m,4.0,3.0,,,,Yes,
90 000 000 Ksh,Nairobi-Kasarani-festus,20m/30m,5.0,4.0,Yes,,,Yes,Yes
100 000 000 Ksh,100M Karen,/,4.0,3.0,,Yes,,,
25 000 000 Ksh,25M Ngongroad,/,4.0,3.0,,,,Yes,
42 000 000 Ksh,Nairobi ,/,4.0,3.0,,,,Yes,
35 000 000 Ksh,35m Kahawa,25M/30M,4.0,3.0,,,,Yes,
48 000 000 Ksh,48M Karen,20mx30m,4.0,3.0,,,,,
140 000 000 Ksh,Kilimani house @140.000.000 Ksh,30/40m,5.0,3.0,,,,Yes,Yes
130 000 000 Ksh,130M Kariobangi,20mx30m,3.0,3.0,,,,,
45 000 000 Ksh,Eastleigh,/,,,,,,,
70 000 000 Ksh,"Nairobi, Kilimani",,4.0,4.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,www.nairobiland.com/ Kahawa@60 millions.,25/30m,4.0,3.0,,,,Yes,Yes
47 000 000 Ksh,www.Nairobidealer.com,500sqm,4.0,3.0,,,,Yes,
130 000 000 Ksh,Kibra,/,4.0,4.0,,,Yes,,
90 000 000 Ksh,90M Uthiru,25mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,50m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,Kahawa house @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Ksh,27M Ngongroad/Ruaka,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
75 000 000 Ksh,Kahawa @75.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi-Kahawa,20m/20m,4.0,3.0,Yes,,,Yes,Yes
110 000 000 Ksh,"www.nairobiland.com,Karen@110 millions",25/20m,,1.0,,,,Yes,Yes
30 000 000 Ksh,Dagoretti house for sale@30 millions,25/25P,3.0,2.0,,,,Yes,Yes
40 000 000 Ksh,40M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Ksh,Nairobi CITY,,4.0,3.0,Yes,Yes,Yes,Yes,
30 000 000 Ksh,Nairobi-Utawala near AZAM FACTORY,/,4.0,2.0,,Yes,,Yes,Yes
25 000 000 Ksh,Karen 250M,/,5.0,4.0,,,Yes,Yes,
500 000 000 Ksh,Westlands,/,,,,,,,
40 000 000 Ksh,40M Gihogwe at Akagera motor,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,Nairobi Kilimani,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,Dagoretti,/,,,,,,,
100 000 000 Ksh,100M Karen,20mx30m,4.0,3.0,,,,,Yes
65 000 000 Ksh,Kahawa house for sale@65 millions,20/25m,,1.0,,,,Yes,Yes
$ 140 000,"Nairobi, Karen",,3.0,,Yes,Yes,Yes,Yes,
95 000 000 Ksh,Karen house for sale@95 millions,25x35 ,4.0,3.0,Yes,,,Yes,Yes
250 000 000 Ksh,Vision 2020@250 MILLIONS,15/25m,3.0,4.0,,,,Yes,Yes
53 000 000 Ksh,53M Karen,20mx30m,4.0,3.0,,,,,
16 000 000 Ksh,Nairobi,20m/30m,,,,,,,
40 000 000 Ksh,Umoja,/,3.0,1.0,,,,Yes,
70 000 000 Ksh,70M Kibra,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,"Nairobi,Kilimani",/,4.0,3.0,,Yes,,,
60 000 000 Ksh,www.nairobiland.com/ Kilimani@ 60 millions,25/35m,4.0,1.0,,,,Yes,Yes
160 000 000 Ksh,Karen,/,4.0,4.0,,,Yes,Yes,Yes
$500 ,"Karen, Nairobi",,3.0,3.0,Yes,Yes,Yes,Yes,
38 000 000 Ksh,38m Komarock,20mx30m,4.0,3.0,,,,,Yes
150 000 000 Ksh,150M Kibra,20mx30m,4.0,3.0,,,,,
95 000 000 Ksh,Nairobi,/,5.0,3.0,,,,Yes,
45 000 000 Ksh,"www.nairobiland.com,Kahawa @45 millions",25/20m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,"Nairobi, Kibra",/,4.0,3.0,,Yes,,,
130 000 000 Ksh,"Kilimani house for sale 6.0 bedrooms,price:130.000.000 Ksh",35/30m,4.0,3.0,,,,Yes,Yes
75 000 000 Ksh,www.Nairobidealer.com,30/25p,4.0,3.0,,Yes,,Yes,
52 000 000 Ksh,52M Kilimani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35M Dagoretti,20mx30m,4.0,3.0,,,,,
45 000 000 Ksh,45M Imaradaima Kasarani,20mx30m,4.0,3.0,,,,,
60 000 000 Ksh,60M Karen,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
85 000 000 Ksh,85M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
65 000 000 Ksh,"Karen, @65.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
32 000 000 Ksh,32M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
35 000 000 Ksh,Imaradaima,/,4.0,1.0,,,,Yes,Yes
45 000 000 Ksh,45M Nairobiwest,20mx30m,4.0,3.0,,,,,
140 000 000 Ksh,Langata 140M,20mx30m,5.0,5.0,,,,Yes,
90 000 000 Ksh,"Kasarani, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
45 000 000 Ksh,Nairobi-Komarock-festus,20mx20m,4.0,3.0,,,,,Yes
90 000 000 Ksh,"Nairobi, Ruai",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,Ruai85mly,30/25 ,5.0,4.0,,,,Yes,Yes
47 000 000 Ksh,"www.nairobiland.com,Kahawa @47 millions",/,4.0,3.0,,,,Yes,Yes
152 000 000 Ksh,Nairobi/Westlands,/,,1.0,,,Yes,Yes,
90 000 000 Ksh,90m Uthiru,20mx30m,4.0,3.0,,,,Yes,Yes
110 000 000 Ksh,"www.nairobiland.com,Karen@110 millions",25/20m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani @60.000.000 Ksh,30/25m,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,130M Kariobangi,/,3.0,3.0,,Yes,,,
65 000 000 Ksh,"www.nairobiland.com,Kahawa @65 millions",25/30m,,1.0,,,,Yes,Yes
16 000 000 Ksh,Dagoretti,/,5.0,1.0,,,,,
62 000 000 Ksh,"www.nairobiland.com,Kahawa @62 millions",25/20m,,1.0,,,,Yes,Yes
26 000 000 Ksh,Nairobi-Komarock@festus,15m/20m,,,,,,,
17 000 000 Ksh,17M Dagoretti,,4.0,0,Yes,Yes,Yes,Yes,Yes
85 000 000 Ksh,85M Kibra,20mx30m,4.0,3.0,,,,,
42 000 000 Ksh,Kinoo/Nairobi city,570sqm,4.0,2.0,,,,Yes,Yes
$ 63 000,Kahawa,/,,,,,,,
235 000 000 Ksh,Ruai- Dagoretti ON THE PAVED ROAD,1300 sq,6.0,6.0,,,,Yes,Yes
80 000 000 Ksh,Nairobi 80M,/,4.0,3.0,,Yes,,,
200 400 000 Ksh,Bugesera ,913 sqm,,,,,,,
95 000 000 Ksh,Kibra 95M,/,4.0,3.0,,Yes,,,
45 000 000 Ksh,Kahawa @45.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
27 000 000 Ksh,27M Jogooroad,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
20 000 000 Ksh,Nairobi,20m/40m,,,,,,,
35 000 000 Ksh,Dagoretti:property24.com,25mx15m,4.0,2.0,,,,,
55 000 000 Ksh,Nairobi Kahawa,25/25m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi Kahawa,/,4.0,3.0,,,,Yes,Yes
150 000 000 Ksh,Kilimani:property24.com,25mx30m,4.0,3.0,,,,,
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,50M Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
47 000 000 Ksh,Ruaraka 70M,20/15F,4.0,4.0,,,Yes,,
85 000 000 Ksh,85M Karen,20mx30m,4.0,3.0,,,,,Yes
100 000 000 Ksh,"Karen house for sale, 100 millions",30/25m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,70M Kibra,20mx30m,4.0,3.0,,,,,
250 000 000 Ksh,"Kibra, Apartment for sale@250 millions",30/30m,6.0,5.0,,,,Yes,Yes
7 000 000 Ksh,Utawala ,17mx22m,3.0,,,,,,
50 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,100M Karen,20mx30m,4.0,3.0,,,,,Yes
150 000 000 Ksh,"Nairobi,Kahawa",/,4.0,5.0,,Yes,,,
Negotiable,Nairobi Kenya,,5.0,4.0,,,Yes,Yes,Yes
45 000 000 Ksh,"Nairobi, Kasarani",/,4.0,2.0,,Yes,,,
35 000 000 Ksh,Kasarani Uthiru,30/20C,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,40M Kahawa,25mx30m,4.0,3.0,,,,,
250 000 000 Ksh,Nairobi-Karen @250 millions,25/30m,,1.0,,,,Yes,Yes
212 000 000 Ksh,Kasarani,1300 sq,5.0,5.0,,,,Yes,Yes
200 000 000 Ksh,200M Jogooroad,30mx40m,8,6.0,,,,,
85 000 000 Ksh,Nairobi Kasarani,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
27 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
160 000 000 Ksh,"Nairobi,Karen",,5.0,4.0,Yes,Yes,Yes,Yes,
650 000 000 Ksh,Pangani@650 millions.,,3.0,3.0,,,Yes,Yes,
33 000 000 Ksh,Nairobi,22/25C,4.0,1.0,,,,Yes,
50 000 000 Ksh,Kahawa house for sale@50 millions,20/25m,,1.0,,,,Yes,Yes
$ 100 000,"Karen, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,Yes
26 000 000 Ksh,26M Kahawa ,/,4.0,2.0,,,,,
100 000 000 Ksh,"www.nairobiland.com, Karen@100 millions",25/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25m Jogooroad,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
35 000 000 Ksh,35m Jogooroad,/,4.0,2.0,,Yes,,,
45 000 000 Ksh,"Nairobi,Kahawa",/,4.0,3.0,,Yes,,Yes,
43 000 000 Ksh,Nairobi Dagoretti,600Sqm,4.0,3.0,,,Yes,,Yes
38 000 000 Ksh,38millions Kahawa,20mx25m,4.0,2.0,,,,,
35 000 000 Ksh,35M Dagoretti,/,4.0,2.0,,Yes,,,
45 000 000 Ksh,45m Uthiru,20mx30m,4.0,3.0,,,,,
25 000 000 Ksh,Nairobi@festus,35mx20m,4.0,3.0,,,,,
55 000 000 Ksh,Kinoo house for sale@55 millions,20/25m,,1.0,,,,Yes,Yes
220 000 000 Ksh,220M Karen,20mx25m,5.0,3.0,Yes,Yes,Yes,Yes,
28 000 000 Ksh,28M Muthaiga,30MX40M,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Nairobi-Umoja near Green hills school,/,4.0,3.0,,Yes,,Yes,Yes
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35m Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/25m,4.0,3.0,,,,Yes,Yes
160 000 000 Ksh,Umoja just down stadium,1200 sq,6.0,4.0,,,,Yes,Yes
72 000 000 Ksh,Nairobi-Kahawa,500Sqm,4.0,3.0,Yes,,,Yes,Yes
63 000 000 Ksh,Nairobi--Karen 63M,/,4.0,3.0,,,,Yes,Yes
215 000 000 Ksh,"Karen, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,
150 000 000 Ksh,150m Karen,/,4.0,3.0,,Yes,,,
85 000 000 Ksh,"Karen house for sale, 85 millions",25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,50M Kahawa,/,4.0,3.0,,Yes,,Yes,
85 000 000 Ksh,www.nairobiland.com/ Kasarani@85 millions,25/35m,4.0,1.0,,,,Yes,Yes
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
30 000 000 Ksh,30M Ngongroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
45 000 000 Ksh,45M Jogooroad,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,50m Kilimani,,3.0,2.0,Yes,Yes,Yes,Yes,Yes
75 000 000 Ksh,Nairobi Kasarani,25/30m,5.0,3.0,,,,Yes,Yes
55 000 000 Ksh,50M Kahawa,20mx30m,,,,,,,
60 000 000 Ksh,60M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
25 000 000 Ksh,Nairobi ,/,,1.0,,,,,Yes
35 000 000 Ksh,Kasarani Uthiru,30/20C,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,50m Kilimani,20MX30M,4.0,3.0,,,,Yes,Yes
95 000 000 Ksh,Nairobi Umoja,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Nairobi 85M,30/20p,4.0,3.0,,Yes,,Yes,Yes
50 000 000 Ksh,"Kasarani, house for sale @50.000.000 Ksh",28/30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,Karen,/,4.0,3.0,,,,,Yes
52 000 000 Ksh,52M Kilimani,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
160 000 000 Ksh,www.nairobiland.com/ Karen@ 160 millions,25/30m,5.0,4.0,,,,Yes,
48 000 000 Ksh,48M Karen,25mx20m,4.0,2.0,,,,,Yes
45 000 000 Ksh,www.Nairobidealer.com,30/25 ,4.0,2.0,,,,Yes,Yes
75 000 000 Ksh,"Nairobi,Karen",/,3.0,2.0,,Yes,,Yes,
75 000 000 Ksh,Nairobi-Kasarani-Gigiri,25mx30m,4.0,3.0,,,,,Yes
40 000 000 Ksh,40M Komarock,20mx30m,4.0,3.0,,,,,
32 000 000 Ksh,32M Komarock,20mx30m,4.0,2.0,,,,,Yes
60 000 000 Ksh,BUGESERA HOUSE FOR SALE @60 MILLIONS,30/40m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi@festus,20m/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Nairobi-Kilimani,,4.0,3.0,,Yes,Yes,Yes,Yes
140 000 000 Ksh,Nairobi Karen,/,6.0,4.0,,,,Yes,Yes
65 000 000 Ksh,Nairobi Karen,/,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,25M Kahawa,,5.0,4.0,Yes,Yes,Yes,Yes,Yes
15 000 000 Ksh,"Nairobi, Komarock",450Sqm,,,,,,,
95 000 000 Ksh,www.nairobilandhouse.com is selling a house at Kahawa@95millions,25/30P,4.0,3.0,,,,Yes,Yes
130 000 000 Ksh,Kilimani house for sale@130 millions,30/25P,6.0,4.0,Yes,,,Yes,Yes
60 000 000 Ksh,Kilimani @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,Nairobi-Kahawa,/,3.0,2.0,,,,Yes,
60 000 000 Ksh,Kasarani house for sale@60 millions,25/20m,,1.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi-Kahawa@festus,400sqm,4.0,3.0,,,,,Yes
45 000 000 Ksh,Nairobi,30mx30m,3.0,2.0,,,,Yes,Yes
30 000 000 Ksh,Ngongroad house for sale@ 30.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Kahawa @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,85M Karen,30MX25M,4.0,3.0,,,,Yes,Yes
35 000 000 Ksh,35M Kilimani,20mx30m,4.0,3.0,,,,,
70 000 000 Ksh,70M Gigiri,20mx30m,4.0,3.0,,,,,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Nairobi Kahawa,25/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,www.nairobiland.com/ Karen@ 85 millions,25/30m,5.0,4.0,,,,Yes,Yes
120 000 000 Ksh,"Nairobi, Kahawa",,,,Yes,Yes,Yes,Yes,Yes
70 000 000 Ksh,70M Kibra,,4.0,3.0,Yes,Yes,Yes,Yes,
120 000 000 Ksh,Kibra,/,4.0,3.0,Yes,,,Yes,Yes
Negotiable,Kinoo-Nairobi,13 sqm,4.0,,,,,,
80 000 000 Ksh,Kahawa,/,,,,,,,
37 000 000 Ksh,37m gihogwe,30mx25m,4.0,3.0,Yes,Yes,Yes,Yes,
34 000 000 Ksh,34M Runda,20mx30m,4.0,3.0,Yes,Yes,Yes,Yes,
60 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,Nairobi Kasarani,30 /25 ,,2.0,,,,Yes,Yes
120 000 000 Ksh,Nairobi ,22/25C,5.0,3.0,,,,Yes,
90 000 000 Ksh,90m Uthiru,20mx30m,4.0,3.0,,,,Yes,Yes
55 000 000 Ksh,55M Karen,20mx25m,4.0,2.0,Yes,Yes,Yes,Yes,
100 000 000 Ksh,"Karen, @100.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
320 000 000 Ksh,"Westlands, Nairobi",,5.0,4.0,Yes,Yes,Yes,Yes,Yes
55 000 000 Ksh,155M Komarock,/,4.0,3.0,,Yes,,,
60 000 000 Ksh,Ngumo 60M,20mx30m,4.0,3.0,,,,,Yes
35 000 000 Ksh,Nairobi,22/15C,4.0,2.0,,,,Yes,
50 000 000 Ksh,www.nairobiland.com/ Kasarani@50 millions,25/30m,4.0,3.0,,,,Yes,Yes
100 000 000 Ksh,100M Karen,20mx30m,4.0,3.0,,,,,Yes
155 000 000 Ksh,Nairobi Kibra,30/25 ,4.0,5.0,,,,Yes,Yes
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
75 000 000 Ksh,Nairobi Kileleshwa,/,4.0,3.0,,,,Yes,Yes
220 000 000 Ksh,Nairobi,20mx30m,6.0,5.0,,,,,Yes
20 000 000 Ksh,20M Ngongroad,/,4.0,3.0,,Yes,,,
30 000 000 Ksh,Ruyenzi,40/30p,4.0,3.0,,,,,
65 000 000 Ksh,Nairobi-Dagoretti @63 millions,25/30m,4.0,3.0,,,,Yes,Yes
29 000 000 Ksh,29m Umoja,20mx30m,4.0,1.0,,,,,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
40 000 000 Ksh,40M Kahawa,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
58 000 000 Ksh,Komarock:property24.com,30mx35m,6.0,2.0,,,,,
25 000 000 Ksh,25M Kahawa,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,"www.nairobiland.com,Kahawa @50 millions",20/25m,,1.0,,,,Yes,Yes
55 000 000 Ksh,Nairobi,/,4.0,3.0,,,,Yes,
140 000 000 Ksh,www.Nairobidealer.com,30/30 ,4.0,3.0,,,,,
60 000 000 Ksh,Kahawa house for sale@60 millions,25/20m,,1.0,,,,Yes,Yes
150 000 000 Ksh,150m Karen,/,4.0,3.0,,Yes,,,
65 000 000 Ksh,65M Karen,30mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
450 000 000 Ksh,Westlands,30x35 ,6.0,5.0,Yes,,,Yes,Yes
220 000 000 Ksh,220M Karen,20mx25m,5.0,3.0,Yes,Yes,Yes,Yes,
65 000 000 Ksh,www.nairobiland.com/ Kasarani@ 65 millions,25/30m,4.0,3.0,,,,Yes,Yes
300 000 000 000 Ksh,Kibra house for sale@300 millions,30/30P,6.0,6.0,Yes,,,Yes,Yes
108 000 000 Ksh,Karen,/,4.0,4.0,,,,Yes,
20 000 000 Ksh,Nairobi-Komarock-festus,/,,,,,,,
60 000 000 Ksh,Kahawa @60.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
140 000 000 Ksh,"Kilimani house for sale 4.0.0 bedrooms,price:140.000.000 Ksh",25/30m,4.0,4.0,,,,Yes,Yes
27 000 000 Ksh,27M Jogooroad,,4.0,2.0,Yes,Yes,Yes,Yes,Yes
10 000 000 Ksh,Nairobi,/,,,,,,,Yes
55 000 000 Ksh,Nairobi,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,50m Uthiru,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
9 000 000 Ksh,Nairobi,18m/20m,,,,,,,
29 000 000 Ksh,Nairobi,/,4.0,1.0,,,,Yes,Yes
70 000 000 Ksh,70M Uthiru,25mx30m,4.0,3.0,,,,,Yes
47 000 000 Ksh,Nairobi 47M,/,4.0,3.0,,Yes,,,
17 000 000 Ksh,17M Pangani,/,,,,,,,
85 000 000 Ksh,Nairobi 85M,30/20p,4.0,3.0,,Yes,,Yes,Yes
75 000 000 Ksh,Komarock @75.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
820 000 000 Ksh,"Nairobi, Umoja",,4.0,3.0,Yes,Yes,Yes,Yes,
37 000 000 Ksh,Nairobi,/,4.0,3.0,,,,,
30 000 000 Ksh,30M Kinoo ,35mx35m,4.0,3.0,Yes,Yes,Yes,Yes,
65 000 000 Ksh,Nairobi 65M,/,5.0,3.0,,Yes,,,
30 000 000 Ksh,Ngongroad Muyumbu house for sale @30 millions,25/30m,4.0,3.0,,,,Yes,Yes
60 000 000 Ksh,Nairobi,20/30f,,3.0,,Yes,,Yes,Yes
60 000 000 Ksh,Kahawa @60.000.000 Ksh,28/30m,4.0,3.0,,,,Yes,Yes
25 000 000 Ksh,Nairobi,/,4.0,1.0,,,,Yes,Yes
90 000 000 Ksh,"Kasarani, Nairobi",,4.0,3.0,Yes,Yes,Yes,Yes,
350 000 000 Ksh,Ngumo,3338sqm,5.0,2.0,,Yes,,Yes,
180 000 000 Ksh,Karen house for sale @180 millions,25/30m,,1.0,Yes,,,Yes,Yes
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
20 000 000 Ksh,www.Nairobidealer.com,30/20C,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
80 000 000 Ksh,Nairobi 80,30/25p,4.0,3.0,,Yes,,Yes,Yes
35 000 000 Ksh,Nairobi,20mx30m,4.0,3.0,,,,,Yes
53 000 000 Ksh,53M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Ksh,80M Kilimani,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
80 000 000 Ksh,Karen 80,944sqm,5.0,3.0,,,,,
70 000 000 Ksh,"Kasarani, house for sale @70.000.000 Ksh",25/30m,4.0,3.0,,,,Yes,Yes
200 000 000 Ksh,200M Karen,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
50 000 000 Ksh,"www.nairobiland.com,Kahawa @50 millions",25/20m,,1.0,,,,Yes,Yes
45 000 000 Ksh,45M Kahawa,20mx30m,4.0,3.0,,,,,
39 000 000 Ksh,Nairobi,20/20f,,3.0,,Yes,,Yes,Yes
120 000 000 Ksh,"Karen, @120.000.000 Ksh",30/30m,4.0,3.0,,,,Yes,Yes
85 000 000 Ksh,Ruai HOUSE FOR SALE @85 MILLIONS,35/30m,4.0,3.0,,,,Yes,Yes
65 000 000 Ksh,Kilimani @65.000.000 Ksh,25/20m,4.0,3.0,,,,Yes,Yes
50 000 000 Ksh,Kilimani @50.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
70 000 000 Ksh,Kilimani @70.000.000 Ksh,25/30m,4.0,3.0,,,,Yes,Yes
28 000 000 Ksh,28m Kahawa,25mx20m,4.0,3.0,Yes,Yes,Yes,Yes,
42 000 000 Ksh,42M Umoja,,4.0,3.0,Yes,Yes,Yes,Yes,Yes
37 000 000 Ksh,37millions Kahawa,"37,000,",,1.0,,,Yes,Yes,Yes
